 	Label	slice	Saturated	J.D.-2400000	JD_UTC	JD_SOBS	HJD_UTC	BJD_TDB	AIRMASS	AIRMASS2	ALT_OBJ	CCD-TEMP	EXPTIME	RAOBJ2K	DECOBJ2K	FWHM_Mean	Source_Radius	Sky_Rad(min)	Sky_Rad(max)	rel_flux_T1	rel_flux_C2	rel_flux_T3	rel_flux_T4	rel_flux_C5	rel_flux_C6	rel_flux_T7	rel_flux_T8	rel_flux_err_T1	rel_flux_err_C2	rel_flux_err_T3	rel_flux_err_T4	rel_flux_err_C5	rel_flux_err_C6	rel_flux_err_T7	rel_flux_err_T8	rel_flux_SNR_T1	rel_flux_SNR_C2	rel_flux_SNR_T3	rel_flux_SNR_T4	rel_flux_SNR_C5	rel_flux_SNR_C6	rel_flux_SNR_T7	rel_flux_SNR_T8	tot_C_cnts	tot_C_err	X(IJ)_T1	Y(IJ)_T1	X(FITS)_T1	Y(FITS)_T1	RA_T1	DEC_T1	Source-Sky_T1	N_Src_Pixels_T1	Source_Error_T1	Source_SNR_T1	Peak_T1	Mean_T1	Sky/Pixel_T1	N_Sky_Pixels_T1	FWHM_T1	Width_T1	X-Width_T1	Y-Width_T1	Angle_T1	Roundness_T1	X(IJ)_C2	Y(IJ)_C2	X(FITS)_C2	Y(FITS)_C2	RA_C2	DEC_C2	Source-Sky_C2	Source_Error_C2	Source_SNR_C2	Peak_C2	Mean_C2	Sky/Pixel_C2	FWHM_C2	Width_C2	X-Width_C2	Y-Width_C2	Angle_C2	Roundness_C2	X(IJ)_T3	Y(IJ)_T3	X(FITS)_T3	Y(FITS)_T3	RA_T3	DEC_T3	Source-Sky_T3	Source_Error_T3	Source_SNR_T3	Peak_T3	Mean_T3	Sky/Pixel_T3	FWHM_T3	Width_T3	X-Width_T3	Y-Width_T3	Angle_T3	Roundness_T3	X(IJ)_T4	Y(IJ)_T4	X(FITS)_T4	Y(FITS)_T4	RA_T4	DEC_T4	Source-Sky_T4	Source_Error_T4	Source_SNR_T4	Peak_T4	Mean_T4	Sky/Pixel_T4	FWHM_T4	Width_T4	X-Width_T4	Y-Width_T4	Angle_T4	Roundness_T4	X(IJ)_C5	Y(IJ)_C5	X(FITS)_C5	Y(FITS)_C5	RA_C5	DEC_C5	Source-Sky_C5	Source_Error_C5	Source_SNR_C5	Peak_C5	Mean_C5	Sky/Pixel_C5	FWHM_C5	Width_C5	X-Width_C5	Y-Width_C5	Angle_C5	Roundness_C5	X(IJ)_C6	Y(IJ)_C6	X(FITS)_C6	Y(FITS)_C6	RA_C6	DEC_C6	Source-Sky_C6	Source_Error_C6	Source_SNR_C6	Peak_C6	Mean_C6	Sky/Pixel_C6	FWHM_C6	Width_C6	X-Width_C6	Y-Width_C6	Angle_C6	Roundness_C6	X(IJ)_T7	Y(IJ)_T7	X(FITS)_T7	Y(FITS)_T7	RA_T7	DEC_T7	Source-Sky_T7	Source_Error_T7	Source_SNR_T7	Peak_T7	Mean_T7	Sky/Pixel_T7	FWHM_T7	Width_T7	X-Width_T7	Y-Width_T7	Angle_T7	Roundness_T7	X(IJ)_T8	Y(IJ)_T8	X(FITS)_T8	Y(FITS)_T8	RA_T8	DEC_T8	Source-Sky_T8	Source_Error_T8	Source_SNR_T8	Peak_T8	Mean_T8	Sky/Pixel_T8	FWHM_T8	Width_T8	X-Width_T8	Y-Width_T8	Angle_T8	Roundness_T8
39	elp0m411-kb92-20211015-0456-e91_out.fits	40.000000	0.000000	59503.899655	2459503.899655	2459503.897917	2459503.903625	2459503.904419	1.429486	1.428375	44.359902	NaN	300.287000	4.093837	-14.925189	8.744324	12.000000	22.000000	33.000000	0.283799	0.705329	0.403994	0.634426	0.424648	0.405136	0.455531	0.484640	0.001524	0.003437	0.001773	0.002278	0.002310	0.002233	0.001880	0.001949	186.186878	205.218526	227.862390	278.493435	183.818312	181.415217	242.307291	248.718673	366033.463161	892.702902	1537.167545	1059.272911	1537.667545	983.227089	4.093419	-14.926803	103879.892301	452.389342	497.096076	208.973471	1807.169922	229.624977	27.059033	1576.000000	9.340685	10.107734	9.986570	10.228898	48.175392	0.953038	1757.229272	1430.684477	1757.729272	611.815523	4.089368	-14.961672	151392.481151	542.263402	279.186242	2613.933350	334.650857	25.979765	9.362081	10.114615	9.909153	10.320077	50.108091	0.947575	828.532518	1036.782987	829.032518	1005.717013	4.093656	-14.814708	147875.241911	539.530100	274.081542	2722.343506	326.876052	27.218352	8.357483	9.554860	9.373347	9.736372	50.257069	0.956680	760.491988	1210.546805	760.991988	831.953195	4.091759	-14.803976	232220.996753	612.000773	379.445594	4255.527344	513.321104	26.220139	8.516813	9.575549	9.436443	9.714656	48.827323	0.952442	2316.452955	1044.175601	2316.952955	998.324399	4.093594	-15.050067	109104.413550	504.459825	216.279688	2076.828369	241.173705	26.424960	8.344734	9.605360	9.361616	9.849104	51.883821	0.954580	2171.139527	505.453613	2171.639527	1537.046387	4.099474	-15.026965	105536.568460	498.386555	211.756452	2356.012451	233.287035	27.732123	7.706503	9.367673	9.278420	9.456927	47.048558	0.928879	1067.063706	1960.974178	1067.563706	81.525822	4.083576	-14.852560	166739.436512	555.120534	300.366184	2594.010986	368.575077	24.692666	9.299003	9.932942	9.871036	9.994847	46.455241	0.939742	957.907047	953.463230	958.407047	1089.036770	4.094566	-14.835157	177394.543008	567.031908	312.847550	2717.867432	392.128033	28.199842	9.027293	9.825813	9.700223	9.951403	48.604103	0.958507
40	elp0m411-kb92-20211015-0457-e91_out.fits	41.000000	0.000000	59503.903253	2459503.903253	2459503.901516	2459503.907224	2459503.908017	1.432164	1.431034	44.255384	NaN	300.284000	4.093831	-14.925164	8.768967	12.000000	22.000000	33.000000	0.284714	0.698739	0.405084	0.627828	0.424248	0.410033	0.452452	0.481145	0.001371	0.003073	0.001602	0.002053	0.002071	0.002026	0.001695	0.001758	207.703185	227.371985	252.851296	305.834654	204.845663	202.358300	266.930579	273.705181	418562.064841	919.152087	1537.404754	1058.751241	1537.904754	983.748759	4.093419	-14.926817	119170.313317	452.389342	510.595839	233.394603	2029.760498	263.424228	25.881081	1553.000000	9.351875	10.129108	9.944739	10.313476	49.316619	0.941225	1757.458599	1430.124993	1757.958599	612.375007	4.089368	-14.961680	172166.366890	560.667318	307.074019	2980.411133	380.571227	25.332757	9.277601	10.031217	9.800814	10.261621	50.367700	0.939247	828.721691	1036.222083	829.221691	1006.277917	4.093657	-14.814717	169552.739408	557.693868	304.024751	3363.742920	374.793842	25.666039	8.620807	9.542685	9.302157	9.783213	51.501928	0.949873	760.748377	1209.998255	761.248377	832.501745	4.091760	-14.803994	262785.081720	636.617946	412.783026	4792.400879	580.882566	25.463941	8.741967	9.609918	9.385201	9.834636	50.534633	0.940730	2316.639604	1043.591291	2317.139604	998.908709	4.093594	-15.050069	124679.301241	516.072326	241.592690	2453.797852	275.601765	25.785359	8.509934	9.525625	9.276190	9.775060	51.618690	0.947763	2171.295089	504.956175	2171.795089	1537.543825	4.099473	-15.026969	121716.396710	513.966995	236.817535	2810.659668	269.052308	24.958100	7.399866	9.334677	9.173412	9.495943	48.660591	0.926526	1067.223058	1960.385589	1067.723058	82.114411	4.083577	-14.852554	189379.141324	574.802285	329.468317	3253.040283	418.619812	25.365725	8.997217	9.783357	9.604228	9.962485	48.656851	0.917310	958.111746	952.892774	958.611746	1089.607226	4.094567	-14.835168	201389.127678	588.050638	342.469023	3309.089844	445.167710	27.870766	9.252471	9.768255	9.512110	10.024399	51.374523	0.943601
41	elp0m411-kb92-20211015-0458-e91_out.fits	42.000000	0.000000	59503.906855	2459503.906855	2459503.905118	2459503.910826	2459503.911619	1.435730	1.434576	44.117006	NaN	300.288000	4.093827	-14.925067	9.042322	12.000000	22.000000	33.000000	0.288220	0.693865	0.401994	0.631965	0.427027	0.410682	0.455017	0.479616	0.001386	0.003072	0.001605	0.002073	0.002092	0.002041	0.001711	0.001764	208.001870	225.859818	250.474883	304.902001	204.089927	201.228286	265.943696	271.952116	415588.625646	918.110669	1537.990801	1058.341611	1538.490801	984.158389	4.093420	-14.926812	119780.968569	452.389342	511.466238	234.191350	1982.456787	264.774073	25.378347	1562.000000	9.655953	10.235688	9.991651	10.479725	50.715675	0.942182	1758.067234	1429.755668	1758.567234	612.744332	4.089368	-14.961677	170239.354862	559.445956	304.299912	3137.639160	376.311595	26.226004	9.469258	10.168566	9.903046	10.434087	51.331895	0.943331	829.346297	1035.835981	829.846297	1006.664019	4.093657	-14.814718	167064.089978	555.570498	300.707274	3192.459473	369.292719	26.397026	8.522834	9.697575	9.413248	9.981901	52.428876	0.947794	761.357096	1209.654959	761.857096	832.845041	4.091760	-14.803992	262637.297605	636.657255	412.525414	4794.359863	580.555891	26.045162	9.289787	9.710584	9.511157	9.910011	50.146621	0.947206	2317.233395	1043.238379	2317.733395	999.261621	4.093594	-15.050066	124361.835254	515.871825	241.071191	2330.384033	274.900011	25.183585	8.330444	9.658172	9.425687	9.890658	50.612701	0.938911	2171.885537	504.557089	2172.385537	1537.942911	4.099474	-15.026966	120987.435530	513.637697	235.550148	2757.069092	267.440950	25.837572	8.321886	9.432440	9.380501	9.484380	46.166076	0.926758	1067.865491	1960.079749	1068.365491	82.420251	4.083577	-14.852555	189099.837802	575.391359	328.645599	3149.065186	418.002416	24.498184	9.252513	9.946327	9.764474	10.128180	48.885380	0.926908	958.715247	952.578577	959.215247	1089.921423	4.094567	-14.835166	199323.110032	585.912094	340.192859	3134.747559	440.600809	27.430399	9.495898	9.855457	9.608249	10.102666	51.149944	0.944613
42	elp0m411-kb92-20211015-0459-e91_out.fits	43.000000	0.000000	59503.910459	2459503.910459	2459503.908721	2459503.914430	2459503.915223	1.440194	1.439019	43.944882	NaN	300.291000	4.093823	-14.925078	8.941013	12.000000	22.000000	33.000000	0.286144	0.700106	0.403148	0.631175	0.423001	0.410315	0.453104	0.484773	0.001396	0.003127	0.001624	0.002092	0.002102	0.002063	0.001725	0.001793	204.916380	223.925733	248.283466	301.716222	201.230642	198.875571	262.727092	270.347720	409872.214487	914.795242	1537.997163	1058.083966	1538.497163	984.416034	4.093419	-14.926823	117282.357884	452.389342	508.975583	230.428260	1757.722534	259.250930	25.997034	1540.000000	9.804204	10.348674	10.214790	10.482557	48.200630	0.946158	1758.022862	1429.497097	1758.522862	613.002903	4.089367	-14.961683	168785.939132	556.630481	303.227985	2804.495361	373.098841	25.739834	9.524237	10.321796	10.172564	10.471028	48.566636	0.945799	829.308425	1035.588121	829.808425	1006.911879	4.093655	-14.814723	165239.089675	553.997329	298.266943	2658.634766	365.258582	26.051984	8.312423	9.920074	9.723138	10.117010	50.485517	0.956509	761.298841	1209.400400	761.798841	833.099600	4.091759	-14.803995	258701.201602	633.879862	408.123395	4065.671875	571.855209	27.326735	9.234738	9.949811	9.792124	10.107499	48.939420	0.946560	2317.193848	1042.900453	2317.693848	999.599547	4.093594	-15.050068	121838.596286	513.916691	237.078496	2053.754883	269.322429	26.661559	7.921664	9.862583	9.598927	10.126239	51.701167	0.946868	2171.903348	504.217906	2172.403348	1538.282094	4.099474	-15.026974	119247.679069	512.740166	232.569412	2319.953613	263.595244	26.712804	8.186475	9.603478	9.530721	9.676236	46.634139	0.929370	1067.790368	1959.780885	1068.290368	82.719115	4.083576	-14.852561	185714.736548	572.592025	324.340418	2987.308350	410.519699	25.033673	9.170554	10.120531	10.028431	10.212631	47.000541	0.931971	958.610792	952.292493	959.110792	1090.207507	4.094566	-14.835160	198694.796483	586.091181	339.016868	2802.863770	439.211931	28.073265	9.373806	10.132674	9.914729	10.350619	50.512598	0.949447
43	elp0m411-kb92-20211015-0460-e91_out.fits	44.000000	0.000000	59503.914060	2459503.914060	2459503.912322	2459503.918031	2459503.918824	1.445566	1.444370	43.739626	NaN	300.288000	4.093816	-14.925197	9.383254	12.000000	22.000000	33.000000	0.289893	0.694428	0.399873	0.633833	0.432952	0.404553	0.453210	0.482287	0.001417	0.003132	0.001633	0.002114	0.002155	0.002057	0.001737	0.001803	204.649387	221.692903	244.844356	299.798535	200.917804	196.632711	260.937195	267.548253	405304.010939	912.428830	1537.087245	1057.335078	1537.587245	985.164922	4.093419	-14.926798	117494.927540	452.389342	509.567370	230.577809	1689.324707	259.720813	25.742777	1557.000000	9.942497	10.655579	10.585957	10.725202	46.697566	0.951313	1757.199499	1428.717809	1757.699499	613.782191	4.089368	-14.961668	166105.888955	555.759606	298.880824	2345.520264	367.174629	25.815939	10.163940	10.596978	10.464321	10.729636	48.221478	0.950234	828.315986	1034.836608	828.815986	1007.663392	4.093657	-14.814683	162070.217560	552.298525	293.446769	2419.889404	358.253837	27.424262	8.881683	10.142236	9.954408	10.330064	50.076064	0.955874	760.345349	1208.638680	760.845349	833.861320	4.091760	-14.803959	256895.118782	632.298909	406.287462	3585.684326	567.862889	25.993515	9.772791	10.249892	10.082442	10.417343	49.479642	0.956005	2316.277322	1042.183180	2316.777322	1000.316820	4.093594	-15.050046	122458.442114	514.904928	237.827287	1809.075928	270.692589	26.307527	8.539172	10.173324	10.070148	10.276500	47.629529	0.951039	2171.046182	503.547189	2171.546182	1538.952811	4.099473	-15.026968	116739.679870	508.458990	229.595075	2055.293213	258.051349	26.157096	8.203232	9.930204	9.843280	10.017128	46.975754	0.935470	1066.922689	1959.018682	1067.422689	83.481318	4.083577	-14.852529	183687.914924	569.694180	322.432493	2492.210693	406.039440	24.648363	9.794135	10.380777	10.229433	10.532120	48.379628	0.938651	957.703452	951.568737	958.203452	1090.931263	4.094567	-14.835135	195472.710714	583.216149	335.163406	2516.626709	432.089558	28.448953	9.768584	10.371651	10.224023	10.519279	49.001275	0.958203
44	elp0m411-kb92-20211015-0461-e91_out.fits	45.000000	0.000000	59503.917660	2459503.917660	2459503.915923	2459503.921631	2459503.922425	1.451871	1.450639	43.501943	NaN	300.284000	4.093818	-14.925094	9.482472	12.000000	22.000000	33.000000	0.291559	0.697179	0.404650	0.632830	0.428132	0.407318	0.453634	0.486077	0.001420	0.003138	0.001638	0.002107	0.002133	0.002064	0.001736	0.001803	205.372015	222.158085	247.035787	300.364271	200.734935	197.341047	261.266710	269.547890	406001.389409	912.319966	1537.743196	1057.417266	1538.243196	985.082734	4.093421	-14.926801	118373.409065	452.389342	511.338005	231.497381	1643.624023	261.662683	26.729680	1658.000000	10.139595	10.680145	10.409493	10.950796	51.659155	0.951655	1757.869590	1428.915094	1758.369590	613.584906	4.089368	-14.961671	166780.047246	556.267983	299.819606	2604.009766	368.664846	26.418466	9.859857	10.591609	10.448278	10.734940	48.460374	0.949568	829.146724	1035.063580	829.646724	1007.436420	4.093657	-14.814709	164288.491956	553.164036	296.997782	2570.833252	363.157300	26.262460	8.837893	10.107999	9.912149	10.303849	50.355655	0.956561	761.130967	1208.850989	761.630967	833.649011	4.091760	-14.803976	256930.058955	631.169094	407.070088	3861.923584	567.940124	26.072728	9.402094	10.140244	9.954480	10.326009	49.907010	0.953826	2316.997753	1042.297613	2317.497753	1000.202387	4.093594	-15.050063	121712.889169	513.178842	237.174410	1946.921753	269.044555	24.400324	9.254148	10.164694	9.973604	10.355783	50.199053	0.956634	2171.646503	503.736948	2172.146503	1538.763052	4.099473	-15.026969	117508.452994	509.451792	230.656668	2357.062744	259.750710	25.583714	8.601530	9.874130	9.772981	9.975278	47.341584	0.937046	1067.746159	1959.213289	1068.246159	83.286711	4.083577	-14.852549	184176.201718	570.661287	322.741714	3009.975586	407.118790	24.926894	9.901306	10.273416	10.167707	10.379125	47.313625	0.934941	958.529232	951.787182	959.029232	1090.712818	4.094567	-14.835162	197347.957136	582.563722	338.757718	2775.309570	436.234762	27.317210	9.863353	10.314407	10.146537	10.482276	49.364982	0.954031
45	elp0m411-kb92-20211015-0462-e91_out.fits	46.000000	0.000000	59503.921264	2459503.921264	2459503.919527	2459503.925236	2459503.926029	1.459130	1.457866	43.231645	NaN	300.288000	4.093814	-14.925117	8.982342	12.000000	22.000000	33.000000	0.288534	0.698078	0.404137	0.630674	0.419601	0.415076	0.455125	0.484921	0.001414	0.003144	0.001637	0.002107	0.002106	0.002090	0.001739	0.001802	204.014251	222.023961	246.948091	299.381304	199.271247	198.608194	261.754214	269.054432	406532.055578	914.037596	1537.646726	1057.149438	1538.146726	985.350562	4.093419	-14.926807	117298.338954	452.389342	510.896690	229.593069	1792.773438	259.286256	27.384596	1605.000000	9.678692	10.469735	10.171524	10.767947	51.821649	0.941768	1757.737566	1428.557735	1758.237566	613.942265	4.089368	-14.961672	167124.942961	557.725237	299.654618	2809.623535	369.427233	27.188542	9.454489	10.329798	10.067199	10.592398	51.033048	0.940920	828.930575	1034.719083	829.430575	1007.780917	4.093656	-14.814700	164294.605441	553.326907	296.921410	2693.534180	363.170814	26.010284	8.622692	9.951478	9.636471	10.266485	53.510777	0.953322	760.975131	1208.530873	761.475131	833.969127	4.091760	-14.803978	256389.276282	633.332398	404.825771	3989.945801	566.744732	28.033188	9.071088	9.985637	9.738541	10.232733	50.808012	0.939661	2316.921774	1041.951220	2317.421774	1000.548780	4.093594	-15.050069	120161.388505	512.625828	234.403696	2107.476318	265.614985	27.038313	8.394616	9.887372	9.608163	10.166581	51.421639	0.935547	2171.551746	503.272585	2172.051746	1539.227415	4.099474	-15.026970	119245.724112	511.490027	233.134016	2417.482666	263.590923	26.410846	8.307718	9.725273	9.594758	9.855789	47.819729	0.925425	1067.446368	1958.881469	1067.946368	83.618531	4.083576	-14.852529	185022.793432	571.480411	323.760517	2906.237549	408.990169	25.014002	9.192412	10.139736	9.926730	10.352741	49.414158	0.925125	958.315608	951.425367	958.815608	1091.074633	4.094566	-14.835152	197136.057524	583.429672	337.891724	2855.337646	435.766361	27.689899	9.137028	10.164329	9.872429	10.456228	51.914342	0.942352
46	elp0m411-kb92-20211015-0463-e91_out.fits	47.000000	0.000000	59503.924864	2459503.924864	2459503.923126	2459503.928835	2459503.929628	1.467357	1.466056	42.929948	NaN	300.287000	4.093811	-14.925275	9.096725	12.000000	22.000000	33.000000	0.288285	0.692205	0.402300	0.631462	0.430681	0.408277	0.454432	0.482666	0.001407	0.003110	0.001631	0.002099	0.002132	0.002063	0.001733	0.001792	204.836322	222.547165	246.727985	300.812068	201.974273	197.928231	262.151880	269.279264	408105.557234	914.489134	1536.682660	1056.880481	1537.182660	985.619519	4.093419	-14.926813	117650.559257	452.389342	510.285490	230.558308	1787.021240	260.064834	26.871981	1577.000000	9.849018	10.436557	10.284630	10.588484	48.364358	0.938282	1756.714336	1428.193742	1757.214336	614.306258	4.089368	-14.961666	166937.649293	557.660127	299.353748	2523.173096	369.013223	26.518407	10.085425	10.385588	10.241200	10.529975	48.330646	0.942565	827.925769	1034.380476	828.425769	1008.119524	4.093657	-14.814697	164180.725069	554.482168	296.097394	2792.316650	362.919083	25.982366	8.701880	9.945157	9.759620	10.130694	49.634029	0.946364	759.912284	1208.186874	760.412284	834.313126	4.091761	-14.803964	257703.278793	632.814974	407.233219	4288.932617	569.649315	26.991424	8.896478	9.946646	9.726683	10.166608	50.014033	0.935549	2315.892243	1041.619034	2316.392243	1000.880966	4.093594	-15.050068	122852.986255	513.604703	239.197549	2354.626465	271.564723	25.255637	8.343275	9.892420	9.651524	10.133317	50.638888	0.938054	2170.489065	502.922362	2170.989065	1539.577638	4.099474	-15.026969	118314.921686	511.386125	231.361228	2536.348389	261.533398	27.223917	8.200913	9.591735	9.502070	9.681400	46.921472	0.922195	1066.477278	1958.568655	1066.977278	83.931345	4.083577	-14.852524	185456.066753	572.509446	323.935383	2991.572021	409.947913	24.446463	9.451685	10.062288	9.915069	10.209507	48.095857	0.926426	957.293194	951.142932	957.793194	1091.357068	4.094566	-14.835148	196978.759871	583.326482	337.681840	2896.250488	435.418657	26.792623	9.245130	10.152073	9.968160	10.335986	49.330713	0.942155
47	elp0m411-kb92-20211015-0464-e91_out.fits	48.000000	0.000000	59503.928467	2459503.928467	2459503.926729	2459503.932438	2459503.933232	1.476584	1.475245	42.597119	NaN	300.285000	4.093819	-14.925233	8.730088	12.000000	22.000000	33.000000	0.290616	0.702720	0.406474	0.629067	0.423289	0.408240	0.453118	0.483187	0.001412	0.003153	0.001639	0.002096	0.002110	0.002068	0.001732	0.001794	205.772838	222.867352	248.055600	300.141668	200.657651	197.445720	261.644467	269.373368	407986.145109	914.884490	1536.912566	1057.768114	1537.412566	984.731886	4.093418	-14.926809	118567.485071	452.389342	511.195259	231.941676	1956.383179	262.091685	25.764550	1624.000000	9.487286	10.360005	10.195951	10.524060	48.683992	0.939040	1756.940093	1429.090473	1757.440093	613.409527	4.089367	-14.961664	168377.670081	557.737509	301.894112	2757.368652	372.196368	25.487951	9.348941	10.190756	9.994354	10.387157	49.358676	0.935369	828.306618	1035.225597	828.806618	1007.274403	4.093656	-14.814718	165835.728600	555.568987	298.497095	2952.642822	366.577444	26.875843	8.209236	9.936235	9.676510	10.195960	52.640180	0.960704	760.259579	1209.093418	760.759579	833.406582	4.091759	-14.803981	256650.778596	632.428716	405.817719	4512.919434	567.322779	26.659963	8.636828	9.809789	9.629597	9.989981	49.145722	0.935146	2316.129385	1042.377143	2316.629385	1000.122857	4.093594	-15.050063	121335.813979	512.601156	236.706087	2253.243652	268.211036	25.424704	8.249673	9.753655	9.493043	10.014268	50.893673	0.931665	2170.835239	503.780137	2171.335239	1538.719863	4.099474	-15.026977	118272.661049	513.013212	230.545058	2722.345215	261.439981	26.946896	7.823621	9.552489	9.499326	9.605652	46.104739	0.916651	1066.843765	1959.474086	1067.343765	83.025914	4.083575	-14.852549	184865.903234	572.159102	323.102268	3329.241699	408.643365	25.572281	9.142409	10.028305	9.888430	10.168180	47.730745	0.914128	957.582050	952.023662	958.082050	1090.476338	4.094565	-14.835153	197133.666945	583.221820	338.008045	2994.129883	435.761077	27.912026	8.942711	10.001856	9.823082	10.180629	49.073937	0.936421
48	elp0m411-kb92-20211015-0465-e91_out.fits	49.000000	0.000000	59503.932068	2459503.932068	2459503.930330	2459503.936039	2459503.936833	1.486849	1.485461	42.233983	NaN	300.288000	4.093816	-14.925286	8.679428	12.000000	22.000000	33.000000	0.289941	0.701963	0.401567	0.627406	0.427370	0.404783	0.453798	0.483838	0.001414	0.003147	0.001630	0.002092	0.002126	0.002051	0.001731	0.001795	205.035119	223.039874	246.413407	299.839729	201.021528	197.345841	262.106132	269.584966	407668.287423	913.514879	1536.610234	1057.413059	1537.110234	985.086941	4.093419	-14.926813	118199.596988	452.389342	512.036164	230.842283	1999.879395	261.278474	27.697742	1618.000000	9.321902	10.228489	10.071294	10.385685	48.797962	0.945957	1756.662787	1428.734608	1757.162787	613.765392	4.089368	-14.961668	168139.948155	556.503786	302.136216	2768.908691	371.670887	25.686301	9.493997	10.227527	10.016666	10.438388	49.575243	0.932827	827.974355	1034.978539	828.474355	1007.521461	4.093656	-14.814718	163706.333936	553.894797	295.554923	2987.781494	361.870448	26.452635	8.260288	9.758999	9.533399	9.984599	50.745027	0.946186	760.030236	1208.785667	760.530236	833.714333	4.091760	-14.803995	255773.462452	631.800753	404.832475	4747.968750	565.383484	27.324082	8.674007	9.697143	9.502901	9.891386	49.483583	0.933992	2315.794341	1042.077221	2316.294341	1000.422779	4.093594	-15.050062	122060.313378	514.393868	237.289597	2361.579834	269.812531	26.661174	8.411047	9.669722	9.518510	9.820934	48.588343	0.937358	2170.462139	503.529545	2170.962139	1538.970455	4.099473	-15.026975	117468.025890	510.109712	230.279924	2855.154785	259.661347	27.045299	6.939175	9.307488	9.235228	9.379747	46.508276	0.912951	1066.465378	1959.107419	1066.965378	83.392581	4.083577	-14.852533	184999.209355	571.249465	323.850123	3439.472656	408.938037	24.299417	9.109130	10.011072	9.954462	10.067682	46.165921	0.922741	957.363202	951.730295	957.863202	1090.769705	4.094566	-14.835171	197245.272062	583.071713	338.286471	3153.858398	436.007778	27.217108	9.225879	9.920559	9.753617	10.087501	49.102311	0.944413
49	elp0m411-kb92-20211015-0466-e91_out.fits	50.000000	0.000000	59503.935670	2459503.935670	2459503.933932	2459503.939642	2459503.940435	1.498185	1.496741	41.841134	NaN	300.286000	4.093824	-14.925261	9.036289	12.000000	22.000000	33.000000	0.286605	0.693949	0.401744	0.627142	0.429193	0.408514	0.448866	0.479935	0.001405	0.003113	0.001629	0.002087	0.002127	0.002056	0.001717	0.001783	204.057469	222.909805	246.625584	300.518656	201.816067	198.704732	261.406477	269.203973	408946.454403	914.866868	1536.702366	1058.155826	1537.202366	984.344174	4.093419	-14.926802	117205.930198	452.389342	511.035741	229.349771	2069.021973	259.081988	26.355318	1645.000000	9.286716	10.233875	10.153955	10.313794	46.885337	0.943602	1756.811857	1429.487646	1757.311857	613.012354	4.089368	-14.961665	167530.468859	558.624731	299.898052	2941.420654	370.323642	26.340806	9.740454	10.202975	10.119013	10.286936	46.926580	0.940025	828.028528	1035.735213	828.528528	1006.764787	4.093657	-14.814698	164291.677928	555.589525	295.706939	3205.302734	363.164342	27.464710	8.309462	9.733219	9.576679	9.889760	49.301024	0.953774	760.069736	1209.541740	760.569736	832.958260	4.091760	-14.803972	256467.306516	631.765738	405.953174	4682.042969	566.917216	27.101927	8.849603	9.798476	9.671191	9.925762	48.241383	0.947066	2315.926777	1042.796348	2316.426777	999.703652	4.093595	-15.050061	122808.532185	514.698261	238.602967	2268.305176	271.466458	25.776774	8.539641	9.785783	9.578150	9.993415	50.424554	0.949217	2170.586461	504.248767	2171.086461	1538.251233	4.099474	-15.026974	118607.453359	509.907340	232.605895	2944.448975	262.180035	26.405217	8.556375	9.555559	9.598546	9.512571	43.994733	0.934232	1066.632304	1959.860256	1067.132304	82.639744	4.083577	-14.852527	183562.114478	569.616270	322.255743	3419.272217	405.761359	25.382979	9.541737	9.947188	9.869378	10.024998	46.596367	0.921106	957.393902	952.469306	957.893902	1090.030694	4.094566	-14.835149	196267.606310	582.022280	337.216655	3236.391113	433.846663	27.679814	9.466328	9.927074	9.795676	10.058473	48.366615	0.949038
